nickname,userId,privateAccount,signature,uniqueId,verified,videoId,createTime,likesCount,shareCount,commentCount,playCount,collectCount,description,url,timestamp,duration
rafiel,6834321173120025605,False,,rafieel,False,7471742414756105527,1739650601,22,0,1,407,2,"espatódea, gineceu, cor de pólen (vou cantar essa todo dia pra minha filha)  #espatodea #nandoreis #violao ",https://www.tiktok.com/@rafieel/video/7471742414756105527,2025-02-15 20:16:41,29
rafiel,6834321173120025605,False,,rafieel,False,7256111090059234566,1689445018,67,4,3,922,3,dedico esta a minha esposa 🫡,https://www.tiktok.com/@rafieel/video/7256111090059234566,2023-07-15 18:16:58,25
rafiel,6834321173120025605,False,,rafieel,False,7147509826988412165,1664159327,19,1,0,282,0,,https://www.tiktok.com/@rafieel/video/7147509826988412165,2022-09-26 02:28:47,11
rafiel,6834321173120025605,False,,rafieel,False,6966054326951234822,1621910918,22,4,1,679,0,back to the old days ⬅️,https://www.tiktok.com/@rafieel/video/6966054326951234822,2021-05-25 02:48:38,40
rafiel,6834321173120025605,False,,rafieel,False,6840904760367893765,1592772261,5,0,0,199,0,,https://www.tiktok.com/@rafieel/video/6840904760367893765,2020-06-21 20:44:21,22
